,Name,coef,pvalue,pcorr,FDR<0.05
2052,YNL195C,1.0,0.0,0.0,True
2053,YPR073C,0.7833333333333333,0.012519873019449882,0.026718855362627428,True
2054,YIL157C,0.06666666666666667,0.8646897846262037,0.6300464946072436,False
2055,YIL110W,0.2571428571428572,0.6227871720116618,0.5121967160212932,False
2056,YIL016W,0.7333333333333334,0.02455415007146968,0.04489232726211124,True
2057,YIL007C,0.9833333333333333,1.9361963037459243e-06,3.503823811100214e-05,True
2058,YIR001C,0.45,0.22421610749233659,0.23839092076276033,False
2059,YNL310C,-0.19999999999999998,0.6059012741795533,0.5021194461185648,False
2060,YFR007W,0.5666666666666667,0.11163298761149111,0.1399120295968897,False
2061,YJL117W,0.6428571428571429,0.11939237342741099,0.14890042521437555,False
2062,YJL179W,-0.5499999999999999,0.12497678418833198,0.1527498814050981,False
2063,YJR043C,0.25,0.5164895523012263,0.44900411594539696,False
2064,YJR078W,-0.2333333333333333,0.5456987782182727,0.4668449099040983,False
2065,YJR149W,-0.5,0.6666666666666667,0.5236740335902822,False
2066,YDL141W,-0.1,0.8728885715695383,0.6300464946072436,False
2067,YNL298W,-0.6,0.40000000000000013,0.37773162939297134,False
2068,YLR325C,0.9333333333333332,0.00023589981215941676,0.0014526268120629083,True
2069,YNL131W,0.8166666666666667,0.007224785246358786,0.017361511375548765,True
2070,YML022W,0.39999999999999997,0.2861051019083129,0.28927770409310005,False
2071,YGL087C,0.9,0.0009430623223403293,0.003827171339941549,True
2072,YGL080W,0.9333333333333332,0.00023589981215941676,0.0014526268120629083,True
2073,YGL057C,0.2571428571428572,0.6227871720116618,0.5121967160212932,False
2074,YGR017W,0.06666666666666667,0.8646897846262037,0.6300464946072436,False
2075,YGR136W,-0.6666666666666667,0.04986723056888511,0.07663521668317963,False
2076,YGR215W,0.9,0.0009430623223403293,0.003827171339941549,True
2077,YGR275W,0.09999999999999999,0.797971695234851,0.5946186085498743,False
2078,YPL010W,0.19999999999999998,0.6059012741795533,0.5021194461185648,False
2079,YNR020C,0.8166666666666667,0.007224785246358786,0.017361511375548765,True
2080,YNR037C,0.9166666666666666,0.0005066190663052084,0.0023706163143508495,True
2081,YNL264C,0.9,0.03738607346849863,0.06144794438619915,False
2082,YNL153C,-0.26666666666666666,0.4879222748387009,0.43135880274810273,False
2083,YNL035C,-0.4,0.6,0.5021194461185648,False
2084,YDR322C-A,0.6666666666666667,0.04986723056888511,0.07663521668317963,False
2085,YDR432W,0.5,0.17047066078705375,0.19580388171813506,False
2086,YDR424C,0.6166666666666666,0.07692880993776309,0.10575922324350849,False
2087,YJR034W,0.7142857142857143,0.04652823228416728,0.0733471053727613,False
2088,YPL059W,0.5,0.17047066078705375,0.19580388171813506,False
2089,YPL101W,-0.31666666666666665,0.4063970144863861,0.37813472473288634,False
2090,YPL112C,0.5499999999999999,0.12497678418833198,0.1527498814050981,False
2091,YDR041W,0.9166666666666666,0.0005066190663052084,0.0023706163143508495,True
2092,YDR476C,0.9285714285714286,0.002519472403794703,0.0075731497195079935,True
2093,YMR209C,0.5,0.6666666666666667,0.5236740335902822,False
2094,YMR215W,0.1,0.8728885715695383,0.6300464946072436,False
2095,YDR153C,-0.41666666666666663,0.26458604674749614,0.27424320549640385,False
2096,YDR098C,0.023809523809523808,0.9553740118158807,0.6720777632903109,False
2097,YDR429C,0.5666666666666667,0.11163298761149111,0.1399120295968897,False
2098,YDR435C,0.02857142857142857,0.9571545189504373,0.6721262817357301,False
2099,YMR130W,-0.2,0.8,0.5946186085498743,False
2100,YDR531W,0.6190476190476191,0.1017330374542646,0.13198131329426888,False
2101,YDR121W,-0.023809523809523808,0.9553740118158807,0.6720777632903109,False
2102,YML050W,0.6666666666666667,0.04986723056888511,0.07663521668317963,False
2103,YER027C,0.48571428571428577,0.3287230320699709,0.3250408568239671,False
2104,YLR215C,0.5428571428571428,0.26570262390670557,0.27427841581335677,False
2105,YLR221C,0.48333333333333334,0.18746985521554207,0.21088630286814314,False
2106,YLR225C,0.32142857142857145,0.48207203829967765,0.4311299325882821,False
2107,YLR321C,0.38095238095238093,0.35181255311756493,0.3435693680211154,False
2108,YPR169W,0.75,0.019942126131992522,0.0386517634850078,True
2109,YLR275W,0.10714285714285714,0.8191508555699912,0.6078339266989962,False
2110,YLR253W,0.7166666666666667,0.029818035695845287,0.05215068580354716,False
2111,YPR091C,0.3,0.6238376647810728,0.5121967160212932,False
2112,YDL063C,0.047619047619047616,0.9108491685195836,0.6487331156269299,False
2113,YDL121C,-0.7333333333333334,0.02455415007146968,0.04489232726211124,True
2114,YDL219W,0.5166666666666667,0.1543901209862251,0.18241383082146628,False
2115,YLR022C,-0.06666666666666667,0.8646897846262037,0.6300464946072436,False
2116,YOR252W,0.45,0.22421610749233659,0.23839092076276033,False
2117,YOR294W,-0.8833333333333333,0.0015905004234978686,0.005733075154577836,True
2118,YOR352W,0.7,0.03576957497026169,0.05967596682127054,False
2119,YOR367W,0.2571428571428572,0.6227871720116618,0.5121967160212932,False
2120,YPL178W,0.39999999999999997,0.2861051019083129,0.28927770409310005,False
2121,YDR056C,0.8333333333333333,0.005265691029161748,0.01349485513824697,True
2122,YOR220W,0.8666666666666667,0.0024953982859902053,0.0075731497195079935,True
2123,YPL170W,0.9500000000000001,8.762523965086177e-05,0.0007330140625416077,True
2124,YDR063W,0.75,0.019942126131992522,0.0386517634850078,True
2125,YLL023C,1.0,0.0,0.0,True
2126,YOR229W,-0.32142857142857145,0.48207203829967765,0.4311299325882821,False
2127,YOR285W,0.5499999999999999,0.12497678418833198,0.1527498814050981,False
2128,YOR004W,0.7714285714285715,0.07239650145772594,0.10214126930008278,False
2129,YDR055W,0.6166666666666666,0.07692880993776309,0.10575922324350849,False
2130,YDR169C,-0.5499999999999999,0.12497678418833198,0.1527498814050981,False
2131,YLR146C,0.6190476190476191,0.1017330374542646,0.13198131329426888,False
